|||||||||||||
Nivel|Agrupador|Apl|MP|MS|ID_Gasto|Descripcion Gasto|Nombre de la cuenta y/o subcuenta Forseti|Nombre de la cuenta y/o subcuenta SAT|Cuenta Forseti|Nat|Acum|Enl|Var
2|179.01|1|G|G|MARCA-PATENTE:1:0:0:0:100|Marcas y patentes|Marcas y patentes|Marcas y patentes|1790010000000000000|D|0|X|X
1|180|1|G|G|X|X|Crédito mercantil|Crédito mercantil|1800000000000000000|D|1|X|X
2|180.01|1|G|G|C-MERCANTIL:1:0:0:0:100|Crédito mercantil|Crédito mercantil|Crédito mercantil|1800010000000000000|D|0|X|X
1|181|1|G|G|X|X|Gastos de instalación|Gastos de instalación|1810000000000000000|D|1|X|X
2|181.01|1|G|G|G-INSTALACION:1:0:0:0:100|Gastos de instalación|Gastos de instalación|Gastos de instalación|1810010000000000000|D|0|X|X
1|182|1|G|G|X|X|Otros activos diferidos|Otros activos diferidos|1820000000000000000|D|1|X|X
2|182.01|1|G|G|X|X|Otros activos diferidos|Otros activos diferidos|1820010000000000000|D|0|X|X
1|183|1|G|G|X|X|Amortización acumulada de activos diferidos|Amortización acumulada de activos diferidos|1830000000000000000|A|1|X|X
2|183.01|1|G|G|X|X|Amortización acumulada de gastos diferidos|Amortización acumulada de gastos diferidos|1830010000000000000|A|0|X|X
2|183.02|1|G|G|X|X|Amortización acumulada de gastos pre operativos|Amortización acumulada de gastos pre operativos|1830020000000000000|A|0|X|X
2|183.03|1|G|G|X|X|Amortización acumulada de regalías, asistencia técnica y otros gastos diferidos|Amortización acumulada de regalías, asistencia técnica y otros gastos diferidos|1830030000000000000|A|0|X|X
2|183.04|1|G|G|X|X|Amortización acumulada de activos intangibles|Amortización acumulada de activos intangibles|1830040000000000000|A|0|X|X
2|183.05|1|G|G|X|X|Amortización acumulada de gastos de organización|Amortización acumulada de gastos de organización|1830050000000000000|A|0|X|X
2|183.06|1|G|G|X|X|Amortización acumulada de investigación y desarrollo de mercado|Amortización acumulada de investigación y desarrollo de mercado|1830060000000000000|A|0|X|X
2|183.07|1|G|G|X|X|Amortización acumulada de marcas y patentes|Amortización acumulada de marcas y patentes|1830070000000000000|A|0|X|X
2|183.08|1|G|G|X|X|Amortización acumulada de crédito mercantil|Amortización acumulada de crédito mercantil|1830080000000000000|A|0|X|X
2|183.09|1|G|G|X|X|Amortización acumulada de gastos de instalación|Amortización acumulada de gastos de instalación|1830090000000000000|A|0|X|X
2|183.1|1|G|G|X|X|Amortización acumulada de otros activos diferidos|Amortización acumulada de otros activos diferidos|1830100000000000000|A|0|X|X
1|184|1|G|G|X|X|Depósitos en garantía|Depósitos en garantía|1840000000000000000|D|1|X|X
2|184.01|1|G|G|X|X|Depósitos de fianzas|Depósitos de fianzas|1840010000000000000|D|0|X|X
2|184.02|1|G|G|X|X|Depósitos de arrendamiento de bienes inmuebles|Depósitos de arrendamiento de bienes inmuebles|1840020000000000000|D|0|X|X
2|184.03|1|G|G|X|X|Otros depósitos en garantía|Otros depósitos en garantía|1840030000000000000|D|0|X|X
1|185|1|G|G|X|X|Impuestos diferidos|Impuestos diferidos|1850000000000000000|D|1|X|X
2|185.01|1|G|G|X|X|Impuestos diferidos ISR|Impuestos diferidos ISR|1850010000000000000|D|0|X|X
1|186|1|G|G|X|X|Cuentas y documentos por cobrar a largo plazo|Cuentas y documentos por cobrar a largo plazo|1860000000000000000|D|1|X|X
2|186.01|1|G|G|X|X|Cuentas y documentos por cobrar a largo plazo|Cuentas y documentos por cobrar a largo plazo nacional|1860010000000000000|D|0|X|X
2|186.02|0|G|G|X|X|Cuentas y documentos por cobrar a largo plazo extranjero|Cuentas y documentos por cobrar a largo plazo extranjero|1860020000000000000|D|0|X|X
2|186.03|0|G|G|X|X|Cuentas y documentos por cobrar a largo plazo nacional parte relacionada|Cuentas y documentos por cobrar a largo plazo nacional parte relacionada|1860030000000000000|D|0|X|X
2|186.04|0|G|G|X|X|Cuentas y documentos por cobrar a largo plazo extranjero parte relacionada|Cuentas y documentos por cobrar a largo plazo extranjero parte relacionada|1860040000000000000|D|0|X|X
2|186.05|1|G|G|X|X|Intereses por cobrar a largo plazo|Intereses por cobrar a largo plazo nacional|1860050000000000000|D|0|X|X
2|186.06|0|G|G|X|X|Intereses por cobrar a largo plazo extranjero|Intereses por cobrar a largo plazo extranjero|1860060000000000000|D|0|X|X
2|186.07|0|G|G|X|X|Intereses por cobrar a largo plazo nacional parte relacionada|Intereses por cobrar a largo plazo nacional parte relacionada|1860070000000000000|D|0|X|X
2|186.08|0|G|G|X|X|Intereses por cobrar a largo plazo extranjero parte relacionada|Intereses por cobrar a largo plazo extranjero parte relacionada|1860080000000000000|D|0|X|X
2|186.09|1|G|G|X|X|Otras cuentas y documentos por cobrar a largo plazo|Otras cuentas y documentos por cobrar a largo plazo|1860090000000000000|D|0|X|X
2|186.1|0|G|G|X|X|Otras cuentas y documentos por cobrar a largo plazo parte relacionada|Otras cuentas y documentos por cobrar a largo plazo parte relacionada|1860100000000000000|D|0|X|X
1|187|1|G|G|X|X|Participación de los trabajadores en las utilidades diferidas|Participación de los trabajadores en las utilidades diferidas|1870000000000000000|D|1|X|X
2|187.01|1|G|G|X|X|Participación de los trabajadores en las utilidades diferidas|Participación de los trabajadores en las utilidades diferidas|1870010000000000000|D|0|X|X
1|188|1|G|G|X|X|Inversiones permanentes en acciones|Inversiones permanentes en acciones|1880000000000000000|D|1|X|X
2|188.01|1|G|G|X|X|Inversiones a largo plazo en subsidiarias|Inversiones a largo plazo en subsidiarias|1880010000000000000|D|0|X|X
2|188.02|1|G|G|X|X|Inversiones a largo plazo en asociadas|Inversiones a largo plazo en asociadas|1880020000000000000|D|0|X|X
2|188.03|1|G|G|X|X|Otras inversiones permanentes en acciones|Otras inversiones permanentes en acciones|1880030000000000000|D|0|X|X
1|189|1|G|G|X|X|Estimación por deterioro de inversiones permanentes en acciones|Estimación por deterioro de inversiones permanentes en acciones|1890000000000000000|D|1|X|X
2|189.01|1|G|G|X|X|Estimación por deterioro de inversiones permanentes en acciones|Estimación por deterioro de inversiones permanentes en acciones|1890010000000000000|D|0|X|X
1|190|1|G|G|X|X|Otros instrumentos financieros|Otros instrumentos financieros|1900000000000000000|D|1|X|X
2|190.01|1|G|G|X|X|Otros instrumentos financieros|Otros instrumentos financieros|1900010000000000000|D|0|X|X
1|191|1|G|G|X|X|Otros activos a largo plazo|Otros activos a largo plazo|1910000000000000000|D|1|X|X
2|191.01|1|G|G|X|X|Otros activos a largo plazo|Otros activos a largo plazo|1910010000000000000|D|0|X|X
|||||||Pasivo|Pasivo|||||
|||||||Pasivo a corto plazo|Pasivo a corto plazo|||||
1|201|1|G|G|X|X|Proveedores|Proveedores|2010000000000000000|A|1|X|X
2|201.01|1|G|G|X|X|Proveedores nacionales|Proveedores nacionales|2010010000000000000|A|1|X|X
2|201.02|1|G|G|X|X|Proveedores extranjeros|Proveedores extranjeros|2010020000000000000|A|1|X|X
2|201.03|0|G|G|X|X|Proveedores nacionales parte relacionada|Proveedores nacionales parte relacionada|2010030000000000000|A|1|X|X
2|201.04|0|G|G|X|X|Proveedores extranjeros parte relacionada|Proveedores extranjeros parte relacionada|2010040000000000000|A|1|X|X
1|202|1|G|G|X|X|Cuentas por pagar a corto plazo|Cuentas por pagar a corto plazo|2020000000000000000|A|1|X|X
2|202.01|1|G|G|X|X|Documentos por pagar bancario y financiero|Documentos por pagar bancario y financiero nacional|2020010000000000000|A|0|X|CC_COMPNP
2|202.02|0|G|G|X|X|Documentos por pagar bancario y financiero extranjero|Documentos por pagar bancario y financiero extranjero|2020020000000000000|A|0|X|X
2|202.03|1|G|G|X|X|Documentos y cuentas por pagar a corto plazo|Documentos y cuentas por pagar a corto plazo nacional|2020030000000000000|A|0|X|X
2|202.04|0|G|G|X|X|Documentos y cuentas por pagar a corto plazo extranjero|Documentos y cuentas por pagar a corto plazo extranjero|2020040000000000000|A|0|X|X
2|202.05|0|G|G|X|X|Documentos y cuentas por pagar a corto plazo nacional parte relacionada|Documentos y cuentas por pagar a corto plazo nacional parte relacionada|2020050000000000000|A|0|X|X
2|202.06|0|G|G|X|X|Documentos y cuentas por pagar a corto plazo extranjero parte relacionada|Documentos y cuentas por pagar a corto plazo extranjero parte relacionada|2020060000000000000|A|0|X|X
2|202.07|1|G|G|X|X|Intereses por pagar a corto plazo|Intereses por pagar a corto plazo nacional|2020070000000000000|A|0|X|X
2|202.08|0|G|G|X|X|Intereses por pagar a corto plazo extranjero|Intereses por pagar a corto plazo extranjero|2020080000000000000|A|0|X|X
2|202.09|0|G|G|X|X|Intereses por pagar a corto plazo nacional parte relacionada|Intereses por pagar a corto plazo nacional parte relacionada|2020090000000000000|A|0|X|X
2|202.1|0|G|G|X|X|Intereses por pagar a corto plazo extranjero parte relacionada|Intereses por pagar a corto plazo extranjero parte relacionada|2020100000000000000|A|0|X|X
2|202.11|1|G|G|X|X|Dividendo por pagar|Dividendo por pagar nacional|2020110000000000000|A|0|X|X
2|202.12|0|G|G|X|X|Dividendo por pagar extranjero|Dividendo por pagar extranjero|2020120000000000000|A|0|X|X
1|203|1|G|G|X|X|Cobros anticipados a corto plazo|Cobros anticipados a corto plazo|2030000000000000000|A|1|X|X
2|203.01|1|G|G|X|X|Rentas cobradas por anticipado a corto plazo|Rentas cobradas por anticipado a corto plazo nacional|2030010000000000000|A|0|X|X
2|203.02|0|G|G|X|X|Rentas cobradas por anticipado a corto plazo extranjero|Rentas cobradas por anticipado a corto plazo extranjero|2030020000000000000|A|0|X|X
2|203.03|0|G|G|X|X|Rentas cobradas por anticipado a corto plazo nacional parte relacionada|Rentas cobradas por anticipado a corto plazo nacional parte relacionada|2030030000000000000|A|0|X|X
2|203.04|0|G|G|X|X|Rentas cobradas por anticipado a corto plazo extranjero parte relacionada|Rentas cobradas por anticipado a corto plazo extranjero parte relacionada|2030040000000000000|A|0|X|X
2|203.05|1|G|G|X|X|Intereses cobrados por anticipado a corto plazo|Intereses cobrados por anticipado a corto plazo nacional|2030050000000000000|A|0|X|X
2|203.06|0|G|G|X|X|Intereses cobrados por anticipado a corto plazo extranjero|Intereses cobrados por anticipado a corto plazo extranjero|2030060000000000000|A|0|X|X
2|203.07|0|G|G|X|X|Intereses cobrados por anticipado a corto plazo nacional parte relacionada|Intereses cobrados por anticipado a corto plazo nacional parte relacionada|2030070000000000000|A|0|X|X
2|203.08|0|G|G|X|X|Intereses cobrados por anticipado a corto plazo extranjero parte relacionada|Intereses cobrados por anticipado a corto plazo extranjero parte relacionada|2030080000000000000|A|0|X|X
2|203.09|1|G|G|X|X|Factoraje financiero cobrados por anticipado a corto plazo|Factoraje financiero cobrados por anticipado a corto plazo nacional|2030090000000000000|A|0|X|X
2|203.1|0|G|G|X|X|Factoraje financiero cobrados por anticipado a corto plazo extranjero|Factoraje financiero cobrados por anticipado a corto plazo extranjero|2030100000000000000|A|0|X|X
2|203.11|0|G|G|X|X|Factoraje financiero cobrados por anticipado a corto plazo nacional parte relacionada|Factoraje financiero cobrados por anticipado a corto plazo nacional parte relacionada|2030110000000000000|A|0|X|X
2|203.12|0|G|G|X|X|Factoraje financiero cobrados por anticipado a corto plazo extranjero parte relacionada|Factoraje financiero cobrados por anticipado a corto plazo extranjero parte relacionada|2030120000000000000|A|0|X|X
2|203.13|1|G|G|X|X|Arrendamiento financiero cobrados por anticipado a corto plazo|Arrendamiento financiero cobrados por anticipado a corto plazo nacional|2030130000000000000|A|0|X|X
2|203.14|0|G|G|X|X|Arrendamiento financiero cobrados por anticipado a corto plazo extranjero|Arrendamiento financiero cobrados por anticipado a corto plazo extranjero|2030140000000000000|A|0|X|X
2|203.15|0|G|G|X|X|Arrendamiento financiero cobrados por anticipado a corto plazo nacional parte relacionada|Arrendamiento financiero cobrados por anticipado a corto plazo nacional parte relacionada|2030150000000000000|A|0|X|X
2|203.16|0|G|G|X|X|Arrendamiento financiero cobrados por anticipado a corto plazo extranjero parte relacionada|Arrendamiento financiero cobrados por anticipado a corto plazo extranjero parte relacionada|2030160000000000000|A|0|X|X
2|203.17|1|G|G|X|X|Derechos fiduciarios|Derechos fiduciarios|2030170000000000000|A|0|X|X
2|203.18|1|G|G|X|X|Otros cobros anticipados|Otros cobros anticipados|2030180000000000000|A|0|X|X
1|204|1|G|G|X|X|Instrumentos financieros a corto plazo|Instrumentos financieros a corto plazo|2040000000000000000|A|1|X|X
2|204.01|1|G|G|X|X|Instrumentos financieros a corto plazo|Instrumentos financieros a corto plazo|2040010000000000000|A|0|X|X
1|205|1|G|G|X|X|Acreedores diversos a corto plazo|Acreedores diversos a corto plazo|2050000000000000000|A|1|X|X
2|205.01|1|G|G|X|X|Socios, accionistas o representante legal|Socios, accionistas o representante legal|2050010000000000000|A|1|X|X
2|205.02|1|G|G|X|X|Acreedores diversos a corto plazo nacional|Acreedores diversos a corto plazo nacional|2050020000000000000|A|1|X|X
2|205.03|1|G|G|X|X|Acreedores diversos a corto plazo extranjero|Acreedores diversos a corto plazo extranjero|2050030000000000000|A|1|X|X
2|205.04|0|G|G|X|X|Acreedores diversos a corto plazo nacional parte relacionada|Acreedores diversos a corto plazo nacional parte relacionada|2050040000000000000|A|1|X|X
2|205.05|0|G|G|X|X|Acreedores diversos a corto plazo extranjero parte relacionada|Acreedores diversos a corto plazo extranjero parte relacionada|2050050000000000000|A|1|X|X
2|205.06|1|G|G|X|X|Otros acreedores diversos a corto plazo|Otros acreedores diversos a corto plazo|2050060000000000000|A|1|X|X
1|206|0|G|G|X|X|Anticipo de cliente|Anticipo de cliente|2060000000000000000|A|1|X|X
2|206.01|0|G|G|X|X|Anticipo de cliente nacional|Anticipo de cliente nacional|2060010000000000000|A|0|X|X
2|206.02|0|G|G|X|X|Anticipo de cliente extranjero|Anticipo de cliente extranjero|2060020000000000000|A|0|X|X
2|206.03|0|G|G|X|X|Anticipo de cliente nacional parte relacionada|Anticipo de cliente nacional parte relacionada|2060030000000000000|A|0|X|X
2|206.04|0|G|G|X|X|Anticipo de cliente extranjero parte relacionada|Anticipo de cliente extranjero parte relacionada|2060040000000000000|A|0|X|X
2|206.05|0|G|G|X|X|Otros anticipos de clientes|Otros anticipos de clientes|2060050000000000000|A|0|X|X
1|207|0|G|G|X|X|Impuestos trasladados|Impuestos trasladados|2070000000000000000|A|1|X|X
2|207.01|0|G|G|X|X|IVA trasladado|IVA trasladado|2070010000000000000|A|0|X|X
2|207.02|0|G|G|X|X|IEPS trasladado|IEPS trasladado|2070020000000000000|A|0|X|X
1|208|1|G|G|X|X|Impuestos trasladados cobrados|Impuestos trasladados cobrados|2080000000000000000|A|1|X|X
2|208.01|1|G|G|X|X|IVA trasladado cobrado|IVA trasladado cobrado|2080010000000000000|A|0|X|CC_IVAPP
2|208.02|1|G|G|X|X|IEPS trasladado cobrado|IEPS trasladado cobrado|2080020000000000000|A|0|X|CC_IEPSV
1|209|1|G|G|X|X|Impuestos trasladados no cobrados|Impuestos trasladados no cobrados|2090000000000000000|A|1|X|X
2|209.01|1|G|G|X|X|IVA trasladado no cobrado|IVA trasladado no cobrado|2090010000000000000|A|0|X|CC_IVAPPPN
2|209.02|1|G|G|X|X|IEPS trasladado no cobrado|IEPS trasladado no cobrado|2090020000000000000|A|0|X|CC_IEPSVPN
1|210|1|N|G|X|X|Provisión de sueldos y salarios por pagar|Provisión de sueldos y salarios por pagar|2100000000000000000|A|1|X|X
2|210.01|1|N|G|X|X|Provisión de sueldos y salarios por pagar|Provisión de sueldos y salarios por pagar|2100010000000000000|A|0|X|X
2|210.02|1|N|G|X|X|Provisión de vacaciones por pagar|Provisión de vacaciones por pagar|2100020000000000000|A|0|X|X
2|210.03|1|N|G|X|X|Provisión de aguinaldo por pagar|Provisión de aguinaldo por pagar|2100030000000000000|A|0|X|X
2|210.04|1|N|G|X|X|Provisión de fondo de ahorro por pagar|Provisión de fondo de ahorro por pagar|2100040000000000000|A|0|X|X
2|210.05|1|N|G|X|X|Provisión de asimilados a salarios por pagar|Provisión de asimilados a salarios por pagar|2100050000000000000|A|0|X|X
2|210.06|1|N|G|X|X|Provisión de anticipos o remanentes por distribuir|Provisión de anticipos o remanentes por distribuir|2100060000000000000|A|0|X|X
2|210.07|1|N|G|X|X|Provisión de otros sueldos y salarios por pagar|Provisión de otros sueldos y salarios por pagar|2100070000000000000|A|0|X|X
1|211|1|N|G|X|X|Provisión de contribuciones de seguridad social por pagar|Provisión de contribuciones de seguridad social por pagar|2110000000000000000|A|1|X|X
2|211.01|1|N|G|X|X|Provisión de IMSS patronal por pagar|Provisión de IMSS patronal por pagar|2110010000000000000|A|0|X|X
2|211.02|1|N|G|X|X|Provisión de SAR por pagar|Provisión de SAR por pagar|2110020000000000000|A|0|X|X
2|211.03|1|N|G|X|X|Provisión de infonavit por pagar|Provisión de infonavit por pagar|2110030000000000000|A|0|X|X
1|212|1|N|G|X|X|Provisión de impuesto estatal sobre nómina por pagar|Provisión de impuesto estatal sobre nómina por pagar|2120000000000000000|A|1|X|X
2|212.01|1|N|G|X|X|Provisión de impuesto estatal sobre nómina por pagar|Provisión de impuesto estatal sobre nómina por pagar|2120010000000000000|A|0|X|X
1|213|1|G|G|X|X|Impuestos y derechos por pagar|Impuestos y derechos por pagar|2130000000000000000|A|1|X|X
2|213.01|1|G|G|X|X|IVA por pagar|IVA por pagar|2130010000000000000|A|0|X|X
2|213.02|1|G|G|X|X|IEPS por pagar|IEPS por pagar|2130020000000000000|A|0|X|X
2|213.03|1|G|G|X|X|ISR por pagar|ISR por pagar|2130030000000000000|A|0|X|X
2|213.04|1|N|G|X|X|Impuesto estatal sobre nómina por pagar|Impuesto estatal sobre nómina por pagar|2130040000000000000|A|0|X|X
2|213.05|1|G|G|X|X|Impuesto estatal y municipal por pagar|Impuesto estatal y municipal por pagar|2130050000000000000|A|0|X|X
2|213.06|1|G|G|X|X|Derechos por pagar|Derechos por pagar|2130060000000000000|A|0|X|X
2|213.07|1|G|G|X|X|Otros impuestos por pagar|Otros impuestos por pagar|2130070000000000000|A|0|X|X
1|214|1|G|G|X|X|Dividendos por pagar|Dividendos por pagar|2140000000000000000|A|1|X|X
2|214.01|1|G|G|X|X|Dividendos por pagar|Dividendos por pagar|2140010000000000000|A|0|X|X
1|215|1|G|G|X|X|PTU por pagar|PTU por pagar|2150000000000000000|A|1|X|X
2|215.01|1|G|G|X|X|PTU por pagar|PTU por pagar|2150010000000000000|A|0|X|X
2|215.02|1|G|G|X|X|PTU por pagar de ejercicios anteriores|PTU por pagar de ejercicios anteriores|2150020000000000000|A|0|X|X
2|215.03|1|G|G|X|X|Provisión de PTU por pagar|Provisión de PTU por pagar|2150030000000000000|A|0|X|X
1|216|1|G|G|X|X|Impuestos retenidos|Impuestos retenidos|2160000000000000000|A|1|X|X
2|216.01|1|N|G|X|X|Impuestos retenidos de ISR por sueldos y salarios|Impuestos retenidos de ISR por sueldos y salarios|2160010000000000000|A|0|X|X
2|216.02|1|N|G|X|X|Impuestos retenidos de ISR por asimilados a salarios|Impuestos retenidos de ISR por asimilados a salarios|2160020000000000000|A|0|X|X
2|216.03|1|G|G|X|X|Impuestos retenidos de ISR por arrendamiento|Impuestos retenidos de ISR por arrendamiento|2160030000000000000|A|0|X|X
2|216.04|1|G|G|X|X|Impuestos retenidos de ISR por servicios profesionales|Impuestos retenidos de ISR por servicios profesionales|2160040000000000000|A|0|X|CC_ISRRETC
2|216.05|0|G|G|X|X|Impuestos retenidos de ISR por dividendos|Impuestos retenidos de ISR por dividendos|2160050000000000000|A|0|X|X
2|216.06|0|G|G|X|X|Impuestos retenidos de ISR por intereses|Impuestos retenidos de ISR por intereses|2160060000000000000|A|0|X|X
2|216.07|0|G|G|X|X|Impuestos retenidos de ISR por pagos al extranjero|Impuestos retenidos de ISR por pagos al extranjero|2160070000000000000|A|0|X|X
2|216.08|0|G|G|X|X|Impuestos retenidos de ISR por venta de acciones|Impuestos retenidos de ISR por venta de acciones|2160080000000000000|A|0|X|X
2|216.09|0|G|G|X|X|Impuestos retenidos de ISR por venta de partes sociales|Impuestos retenidos de ISR por venta de partes sociales|2160090000000000000|A|0|X|X
2|216.1|1|G|G|X|X|Impuestos retenidos de IVA|Impuestos retenidos de IVA|2160100000000000000|A|0|X|CC_IVARETC
2|216.11|1|G|G|X|X|Retenciones de IMSS a los trabajadores|Retenciones de IMSS a los trabajadores|2160110000000000000|A|0|X|X
2|216.12|1|G|G|X|X|Otras impuestos retenidos|Otras impuestos retenidos|2160120000000000000|A|0|X|X
1|217|1|G|G|X|X|Pagos realizados por cuenta de terceros|Pagos realizados por cuenta de terceros|2170000000000000000|A|1|X|X
2|217.01|1|G|G|X|X|Pagos realizados por cuenta de terceros|Pagos realizados por cuenta de terceros|2170010000000000000|A|0|X|X
1|218|1|G|G|X|X|Otros pasivos a corto plazo|Otros pasivos a corto plazo|2180000000000000000|A|1|X|X
2|218.01|1|G|G|X|X|Otros pasivos a corto plazo|Otros pasivos a corto plazo|2180010000000000000|A|0|X|X
|||||||Pasivo a largo plazo|Pasivo a largo plazo|||||
1|251|1|G|G|X|X|Acreedores diversos a largo plazo|Acreedores diversos a largo plazo|2510000000000000000|A|1|X|X
2|251.01|1|G|G|X|X|Socios, accionistas o representante legal|Socios, accionistas o representante legal|2510010000000000000|A|1|X|X
2|251.02|1|G|G|X|X|Acreedores diversos a largo plazo nacional|Acreedores diversos a largo plazo nacional|2510020000000000000|A|1|X|X
2|251.03|1|G|G|X|X|Acreedores diversos a largo plazo extranjero|Acreedores diversos a largo plazo extranjero|2510030000000000000|A|1|X|X
2|251.04|0|G|G|X|X|Acreedores diversos a largo plazo nacional parte relacionada|Acreedores diversos a largo plazo nacional parte relacionada|2510040000000000000|A|1|X|X
2|251.05|0|G|G|X|X|Acreedores diversos a largo plazo extranjero parte relacionada|Acreedores diversos a largo plazo extranjero parte relacionada|2510050000000000000|A|1|X|X
2|251.06|1|G|G|X|X|Otros acreedores diversos a largo plazo|Otros acreedores diversos a largo plazo|2510060000000000000|A|1|X|X
1|252|1|G|G|X|X|Cuentas por pagar a largo plazo|Cuentas por pagar a largo plazo|2520000000000000000|A|1|X|X
2|252.01|1|G|G|X|X|Documentos bancarios y financieros por pagar a largo plazo|Documentos bancarios y financieros por pagar a largo plazo nacional|2520010000000000000|A|0|X|X
2|252.02|0|G|G|X|X|Documentos bancarios y financieros por pagar a largo plazo extranjero|Documentos bancarios y financieros por pagar a largo plazo extranjero|2520020000000000000|A|0|X|X
2|252.03|1|G|G|X|X|Documentos y cuentas por pagar a largo plazo|Documentos y cuentas por pagar a largo plazo nacional|2520030000000000000|A|0|X|X
2|252.04|0|G|G|X|X|Documentos y cuentas por pagar a largo plazo extranjero|Documentos y cuentas por pagar a largo plazo extranjero|2520040000000000000|A|0|X|X
2|252.05|0|G|G|X|X|Documentos y cuentas por pagar a largo plazo nacional parte relacionada|Documentos y cuentas por pagar a largo plazo nacional parte relacionada|2520050000000000000|A|0|X|X
2|252.06|0|G|G|X|X|Documentos y cuentas por pagar a largo plazo extranjero parte relacionada|Documentos y cuentas por pagar a largo plazo extranjero parte relacionada|2520060000000000000|A|0|X|X
2|252.07|1|G|G|X|X|Hipotecas por pagar a largo plazo|Hipotecas por pagar a largo plazo nacional|2520070000000000000|A|0|X|X
2|252.08|0|G|G|X|X|Hipotecas por pagar a largo plazo extranjero|Hipotecas por pagar a largo plazo extranjero|2520080000000000000|A|0|X|X
2|252.09|0|G|G|X|X|Hipotecas por pagar a largo plazo nacional parte relacionada|Hipotecas por pagar a largo plazo nacional parte relacionada|2520090000000000000|A|0|X|X
2|252.1|0|G|G|X|X|Hipotecas por pagar a largo plazo extranjero parte relacionada|Hipotecas por pagar a largo plazo extranjero parte relacionada|2520100000000000000|A|0|X|X
2|252.11|1|G|G|X|X|Intereses por pagar a largo plazo|Intereses por pagar a largo plazo nacional|2520110000000000000|A|0|X|X
2|252.12|0|G|G|X|X|Intereses por pagar a largo plazo extranjero|Intereses por pagar a largo plazo extranjero|2520120000000000000|A|0|X|X
2|252.13|0|G|G|X|X|Intereses por pagar a largo plazo nacional parte relacionada|Intereses por pagar a largo plazo nacional parte relacionada|2520130000000000000|A|0|X|X
2|252.14|0|G|G|X|X|Intereses por pagar a largo plazo extranjero parte relacionada|Intereses por pagar a largo plazo extranjero parte relacionada|2520140000000000000|A|0|X|X
2|252.15|1|G|G|X|X|Dividendos por pagar|Dividendos por pagar nacionales|2520150000000000000|A|0|X|X
2|252.16|0|G|G|X|X|Dividendos por pagar extranjeros|Dividendos por pagar extranjeros|2520160000000000000|A|0|X|X
2|252.17|1|G|G|X|X|Otras cuentas y documentos por pagar a largo plazo|Otras cuentas y documentos por pagar a largo plazo|2520170000000000000|A|0|X|X
1|253|1|G|G|X|X|Cobros anticipados a largo plazo|Cobros anticipados a largo plazo|2530000000000000000|A|1|X|X
2|253.01|1|G|G|X|X|Rentas cobradas por anticipado a largo plazo|Rentas cobradas por anticipado a largo plazo nacional|2530010000000000000|A|0|X|X
2|253.02|0|G|G|X|X|Rentas cobradas por anticipado a largo plazo extranjero|Rentas cobradas por anticipado a largo plazo extranjero|2530020000000000000|A|0|X|X
2|253.03|0|G|G|X|X|Rentas cobradas por anticipado a largo plazo nacional parte relacionada|Rentas cobradas por anticipado a largo plazo nacional parte relacionada|2530030000000000000|A|0|X|X
2|253.04|0|G|G|X|X|Rentas cobradas por anticipado a largo plazo extranjero parte relacionada|Rentas cobradas por anticipado a largo plazo extranjero parte relacionada|2530040000000000000|A|0|X|X
2|253.05|1|G|G|X|X|Intereses cobrados por anticipado a largo plazo|Intereses cobrados por anticipado a largo plazo nacional|2530050000000000000|A|0|X|X
2|253.06|0|G|G|X|X|Intereses cobrados por anticipado a largo plazo extranjero|Intereses cobrados por anticipado a largo plazo extranjero|2530060000000000000|A|0|X|X
2|253.07|0|G|G|X|X|Intereses cobrados por anticipado a largo plazo nacional parte relacionada|Intereses cobrados por anticipado a largo plazo nacional parte relacionada|2530070000000000000|A|0|X|X
2|253.08|0|G|G|X|X|Intereses cobrados por anticipado a largo plazo extranjero parte relacionada|Intereses cobrados por anticipado a largo plazo extranjero parte relacionada|2530080000000000000|A|0|X|X
2|253.09|1|G|G|X|X|Factoraje financiero cobrados por anticipado a largo plazo|Factoraje financiero cobrados por anticipado a largo plazo nacional|2530090000000000000|A|0|X|X
2|253.1|0|G|G|X|X|Factoraje financiero cobrados por anticipado a largo plazo extranjero|Factoraje financiero cobrados por anticipado a largo plazo extranjero|2530100000000000000|A|0|X|X
2|253.11|0|G|G|X|X|Factoraje financiero cobrados por anticipado a largo plazo nacional parte relacionada|Factoraje financiero cobrados por anticipado a largo plazo nacional parte relacionada|2530110000000000000|A|0|X|X
2|253.12|0|G|G|X|X|Factoraje financiero cobrados por anticipado a largo plazo extranjero parte relacionada|Factoraje financiero cobrados por anticipado a largo plazo extranjero parte relacionada|2530120000000000000|A|0|X|X
2|253.13|1|G|G|X|X|Arrendamiento financiero cobrados por anticipado a largo plazo|Arrendamiento financiero cobrados por anticipado a largo plazo nacional|2530130000000000000|A|0|X|X
2|253.14|0|G|G|X|X|Arrendamiento financiero cobrados por anticipado a largo plazo extranjero|Arrendamiento financiero cobrados por anticipado a largo plazo extranjero|2530140000000000000|A|0|X|X
2|253.15|0|G|G|X|X|Arrendamiento financiero cobrados por anticipado a largo plazo nacional parte relacionada|Arrendamiento financiero cobrados por anticipado a largo plazo nacional parte relacionada|2530150000000000000|A|0|X|X
2|253.16|0|G|G|X|X|Arrendamiento financiero cobrados por anticipado a largo plazo extranjero parte relacionada|Arrendamiento financiero cobrados por anticipado a largo plazo extranjero parte relacionada|2530160000000000000|A|0|X|X
